ID,Name,Cuisine,Website
d680ea2a-2888-4911-ae2a-e277f90c7deb,Cowboy Monkey,,http://www.cowboy-monkey.com/
d6f63a20-5132-423f-8cb6-201e30e88c6b,Le Peep,breakfast,http://champaignlepeep.com/
d7092bc3-ec3c-4504-86c1-945cde75e6e0,The Dancing Dog Eatery & Juicery,vegan,https://www.dancingdogeatery.com/
d7896727-5aa4-4e87-8076-f36112e8e0da,D.P. Dough,pizza,http://www.dpdough.com/
da567a9b-442a-4ffc-9c7b-e905e10bcba4,Mid Summer Lounge,,
df205946-1c32-48e8-a8d9-f6cabc914f93,Domino's Pizza,pizza delivery,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps
dfce42d0-62e0-4c06-8145-41ea73ddc347,Peking Garden Restaurant in Champaign IL,chinese,http://www.pekinggardenil.com/
e301e1c4-b7d0-4218-abac-c5b0a7f35d01,Po' Boys,barbecue,https://www.poboysurbana.com/
e312434e-920c-4165-b2b3-be31df651666,Houlihan's,american,http://www.houlihans.com/my-houlihans/champaign
e3d0291b-1463-4336-9cd2-d2102d98f6d9,The Himalayan Chimney,indian,https://oo.shift4payments.com/#/98ff7b1c-8f55-46c3-a82a-fcb5f06609e9
e4b97946-55e2-4003-a077-a5387f723b3a,Sakanaya,sushi,http://www.sakanayarestaurant.com/
e7efd4f8-31f3-44f0-8874-12519f39547c,Baskin-Robbins,ice cream shop,https://www.baskinrobbins.com/?utm_source=google&utm_medium=organic&utm_campaign=Yext
e81f1297-373f-4df2-b754-0ca4e363c589,Burrito King Mexican Grill,mexican,https://www.burritokingmexicangrill.com/
e828fbff-4069-4987-b0a9-bc023ed36bdc,Potbelly Sandwich Shop,sandwich shop,https://www.potbelly.com/locations/illinois/champaign?utm_source=google&utm_medium=organic&utm_campaign=Yext
ea398f9a-ef9b-4620-9b5b-5a96f52e1a91,Bob Evans,family,https://www.bobevans.com/locations/champaign?utm_source=Yext&utm_medium=Listings&utm_campaign=Organic&y_source=1_MzY0NzE4MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
ea4bd621-73c0-47e0-a6e8-8baa71c8c98b,Sushi Kame,japanese,http://sushi-kame.com/
ebe3823c-5526-45af-989b-1220b9216373,Dumpling noodle BBQ,,
ec08f500-5d3a-4c25-9ff5-4b7c15479cd6,Smoky's House BBQ,barbecue,http://www.smokysbbqsavoy.com/
ecdcb4fc-df03-4753-adde-0e6088fd67f9,Chopstix,chinese,http://www.chopstix217.com/
edb0634a-7116-4780-9a25-a853631b69f8,Jurassic Grill,delivery ,
ee955584-68ee-4c70-bb75-4a24317222aa,Bab Plus Restaurant,korean,http://babpluskorean.com/
efa6278c-2c46-4bb8-bda7-d31963ea20cb,Miga,japanese,http://www.miga-restaurant.com/
f0a089b3-abb4-420b-a121-13057564df18,Farren's Pub & Eatery,pub,http://www.farrenspub.com/
f28f0a4c-dd51-4b1e-ab70-2ad2fb680a8e,Long John Silver's,fast food,https://www.ljsilvers.com/
f2cf7b8b-635c-4162-9648-c3d941f6dfa6,Spicy Tang,chinese,
f2d2d3cb-6038-4756-9ecc-8e5f56204ee3,Smoothie King,juice shop,https://locations.smoothieking.com/ll/US/IL/Champaign/1904-S_-Neil-St
f300c96c-d683-49f5-bd9c-070d93f95e88,Billy Barooz Pub & Grill,sports bar,http://www.billybarooz.com/
f3743902-06c1-4c09-a3f0-d1240c093919,Legends,bar,http://legendsbarchampaign.com/
f3ebf7cf-4f94-4efa-a0af-654d50ba093b,Wingstop,chicken wings,https://www.wingstop.com/location/wingstop-653-champaign-il-61820/menu?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib
f45f513c-2ae7-42ff-8a72-b15b382e5169,Harvest Market,grocery store,http://www.goharvestmarket.com/
f4d76ba2-5c6a-4516-b488-1234a2755660,Moki Sushi,sushi,http://mokisushichampaign.com/
f508b5de-41da-4938-b0e4-372052a53c5c,KFC,chicken,https://locations.kfc.com/il/urbana/410-university-avenue
f5161b09-21b3-4604-aa1c-c06dc997b848,Paris super crepes,dessert,http://parissupercrepes.com/
f519fab3-f370-4a94-a3dc-a8a81608defd,Merry Ann's Diner (Original),diner,http://www.merryannsdiner.com/
f5b89ed5-e3bb-41a0-a258-7be3598081de,Burger King,,https://burgerking.com/store-locator/store/restaurant_62722
f64d3c57-2167-4fd8-9d97-921928602bfa,Common Ground,grocery store,http://www.commonground.coop/
f6670374-2aa1-4f6e-9ace-9eb11f7d9148,Huaraches Moroleon,mexican,http://huarachesmoroleon.com/
f6c71062-7773-4a87-98a2-a9550a9addc5,Nando Milano,italian,http://www.nandomilanochampaign.com/
fa0afbae-3234-4697-a8a7-313faf9f727c,Red Lobster,seafood,https://www.redlobster.com/locations/list/il/champaign/1901-n-prospect-ave
faff5e95-3c10-4d6c-8717-dcfe088dc2f6,Noodles and Company,,https://locations.noodles.com/il/champaign/528-east-green.html
fe6c9179-b653-4185-b04c-e2445c091fe4,Kohinoor Indian Restaurant and Lounge,,https://www.kohinoorchampaign.com/
ff8bc50d-a5e5-41b3-be28-33c64a8805c0,Hardee's,fast food,https://www.hardees.com/?utm_source=Yext&utm_medium=Visit%20Website&utm_campaign=Homepage
